vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,airport_fee,total_amount,pickup_location_id,dropoff_location_id,data_file_year,data_file_month
2,1/1/2021 0:40:06,1/1/2021 1:01:46,1,7.25,1.0,N,1,22,0.5,0.5,7.74,0,0.3,,33.54,97,263,2021,1
2,1/1/2021 0:27:18,1/1/2021 0:48:05,2,15.73,1.0,N,1,42.5,0.5,0.5,10.95,0,0.3,,54.75,132,255,2021,1
1,1/1/2021 0:23:37,1/1/2021 0:35:36,2,6.9,1.0,Y,1,20.5,3,0.5,4.85,0,0.3,,29.15,262,87,2021,1
2,1/1/2021 0:41:38,1/1/2021 1:03:10,5,9.5,1.0,N,1,28,0.5,0.5,4.44,0,0.3,,36.24,209,166,2021,1
1,1/1/2021 0:47:07,1/1/2021 0:59:51,1,6.2,1.0,N,1,19,3,0.5,4.55,0,0.3,,27.35,87,141,2021,1
2,1/1/2021 0:15:24,1/1/2021 0:26:24,1,7.54,1.0,N,1,21.5,0.5,0.5,7.23,6.12,0.3,,36.15,138,75,2021,1
1,1/1/2021 0:24:20,1/1/2021 0:58:16,1,11.1,1.0,N,1,35,3,0.5,7.75,0,0.3,,46.55,230,17,2021,1
2,1/1/2021 0:40:07,1/1/2021 1:04:04,1,12.08,1.0,N,1,34,0.5,0.5,7.56,0,0.3,,45.36,162,242,2021,1
2,1/1/2021 0:53:34,1/1/2021 1:12:48,1,8.22,1.0,N,1,24.5,0.5,0.5,4,0,0.3,,32.3,114,227,2021,1
2,1/1/2021 0:27:48,1/1/2021 1:07:41,1,12.01,1.0,N,1,38,0.5,0.5,8.36,0,0.3,,50.16,48,61,2021,1
1,1/1/2021 0:23:38,1/1/2021 0:45:11,1,5.7,1.0,N,1,20.5,3,0.5,6.05,0,0.3,,30.35,107,190,2021,1
2,1/1/2021 0:41:02,1/1/2021 1:17:09,1,8.35,1.0,N,1,29.5,0.5,0.5,8.32,0,0.3,,41.62,142,102,2021,1
2,1/1/2021 0:16:22,1/1/2021 0:31:26,6,8,1.0,N,1,23.5,0.5,0.5,6.68,6.12,0.3,,40.1,138,236,2021,1
2,1/1/2021 0:34:26,1/1/2021 0:57:26,1,6.91,1.0,N,1,23.5,0.5,0.5,6.82,0,0.3,,34.12,148,189,2021,1
1,1/1/2021 0:14:05,1/1/2021 0:34:05,2,6.2,1.0,N,1,19.5,3,0.5,4.65,0,0.3,,27.95,88,239,2021,1
2,1/1/2021 0:54:39,1/1/2021 1:14:45,6,4.97,1.0,N,1,18.5,0.5,0.5,5.58,0,0.3,,27.88,263,246,2021,1
2,1/1/2021 0:51:26,1/1/2021 0:51:35,2,0,5.0,N,1,45,0,0,9.06,0,0.3,,54.36,178,123,2021,1
1,1/1/2021 0:18:47,1/1/2021 0:38:01,3,16,1.0,N,1,42.5,0.5,0.5,4.08,6.12,0.3,,54,70,200,2021,1
2,1/1/2021 0:26:24,1/1/2021 0:55:56,1,7.86,1.0,N,1,27.5,0.5,0.5,2.5,0,0.3,,33.8,79,166,2021,1
2,1/1/2021 0:23:38,1/1/2021 0:46:27,1,7.43,1.0,N,1,24.5,0.5,0.5,7.08,0,0.3,,35.38,161,65,2021,1
2,1/1/2021 0:57:22,1/1/2021 1:14:59,1,5.39,1.0,N,1,19,0.5,0.5,6.84,0,0.3,,29.64,87,100,2021,1
2,1/1/2021 0:46:58,1/1/2021 1:01:55,1,6.7,1.0,N,1,20.5,0.5,0.5,4.86,0,0.3,,29.16,262,242,2021,1
2,1/1/2021 0:41:21,1/1/2021 1:20:31,1,19.59,1.0,N,1,54.5,0.5,0.5,16.1,6.12,0.3,,80.52,161,172,2021,1
2,1/1/2021 0:16:34,1/1/2021 0:29:52,1,6.88,1.0,N,1,20.5,0.5,0.5,7.29,0,0.3,,31.59,237,87,2021,1
1,1/1/2021 0:28:40,1/1/2021 0:28:53,3,0,5.0,N,1,17.8,0,0,0.7,0,0.3,,18.8,230,230,2021,1
2,1/1/2021 0:11:34,1/1/2021 0:31:16,2,6.09,1.0,N,1,20,0.5,0.5,3.57,0,0.3,,27.37,264,264,2021,1
2,1/1/2021 0:13:11,1/1/2021 0:31:30,1,10.52,1.0,N,1,29.5,0.5,0.5,0.01,2.8,0.3,,36.11,230,220,2021,1
1,1/1/2021 0:39:56,1/1/2021 0:59:10,1,5.6,1.0,N,1,19.5,3,0.5,4.65,0,0.3,,27.95,125,238,2021,1
2,1/1/2021 0:52:31,1/1/2021 1:14:23,1,6.81,1.0,N,1,23,0.5,0.5,5.36,0,0.3,,32.16,238,249,2021,1
1,1/1/2021 0:47:11,1/1/2021 1:18:03,1,12.4,1.0,N,1,37,3,0.5,8.15,0,0.3,,48.95,230,257,2021,1
2,1/1/2021 0:58:46,1/1/2021 1:26:29,2,7.83,1.0,N,1,26.5,0.5,0.5,6.06,0,0.3,,36.36,90,36,2021,1
2,1/1/2021 0:21:51,1/1/2021 0:54:12,1,9.61,1.0,N,1,31.5,0.5,0.5,10.59,0,0.3,,45.89,230,181,2021,1
2,1/1/2021 0:31:01,1/1/2021 0:48:10,1,9.84,1.0,N,1,28,0.5,0.5,6.36,0,0.3,,38.16,236,220,2021,1
2,1/1/2021 0:27:03,1/1/2021 0:50:00,1,7.28,1.0,N,1,24.5,0.5,0.5,5.66,0,0.3,,33.96,230,261,2021,1
2,1/1/2021 0:17:43,1/1/2021 0:30:55,1,6.33,1.0,N,1,19.5,0.5,0.5,4.16,0,0.3,,24.96,138,28,2021,1
2,1/1/2021 0:12:45,1/1/2021 1:03:20,1,23.26,1.0,N,1,65.5,0.5,0.5,13.86,0,0.3,,83.16,161,210,2021,1
2,1/1/2021 0:40:06,1/1/2021 1:06:35,2,4.72,1.0,N,1,20,0.5,0.5,4.26,0,0.3,,25.56,244,42,2021,1
2,1/1/2021 0:29:33,1/1/2021 0:57:06,2,8.9,1.0,N,1,29,0.5,0.5,9.84,0,0.3,,42.64,230,95,2021,1
2,1/1/2021 0:20:56,1/1/2021 0:51:27,1,4.33,1.0,N,1,22,0.5,0.5,5.16,0,0.3,,30.96,161,24,2021,1
1,1/1/2021 0:31:02,1/1/2021 1:01:45,2,6.7,1.0,N,1,24.5,3,0.5,5.65,0,0.3,,33.95,100,260,2021,1
2,1/1/2021 0:34:04,1/1/2021 0:48:31,1,5.52,1.0,N,1,18.5,0.5,0.5,4.46,0,0.3,,26.76,170,13,2021,1
1,1/1/2021 0:28:31,1/1/2021 0:48:37,1,14.5,1.0,N,1,39,0.5,0.5,8.05,0,0.3,,48.35,132,7,2021,1
2,1/1/2021 0:09:12,1/1/2021 0:25:32,1,5.84,1.0,N,1,19.5,0.5,0.5,4,0,0.3,,27.3,186,152,2021,1
2,1/1/2021 1:08:48,1/1/2021 1:35:10,1,6.82,1.0,N,1,23,0.5,0.5,4,0,0.3,,30.8,249,7,2021,1
1,1/1/2021 1:09:17,1/1/2021 1:37:49,1,7.6,1.0,N,1,26,3,0.5,4,0,0.3,,33.8,249,71,2021,1
2,1/1/2021 1:25:42,1/1/2021 1:46:14,1,12.61,1.0,N,1,35,0.5,0.5,7.26,0,0.3,,43.56,15,226,2021,1
2,1/1/2021 1:48:20,1/1/2021 2:13:41,3,10.88,1.0,N,1,32.5,0.5,0.5,9.08,0,0.3,,45.38,249,22,2021,1
2,1/1/2021 1:22:08,1/1/2021 1:41:28,1,8.35,1.0,N,1,25.5,0.5,0.5,5.36,0,0.3,,32.16,41,182,2021,1
2,1/1/2021 1:23:31,1/1/2021 1:54:35,1,11.54,1.0,N,1,35,0.5,0.5,9.7,0,0.3,,48.5,249,123,2021,1
2,1/1/2021 1:20:42,1/1/2021 1:44:57,1,12.28,1.0,N,1,35,0.5,0.5,10.89,0,0.3,,47.19,264,264,2021,1
2,1/1/2021 1:08:00,1/1/2021 1:23:18,1,8.12,1.0,N,1,24.5,0.5,0.5,4,0,0.3,,32.3,161,244,2021,1
1,1/1/2021 1:18:40,1/1/2021 1:43:36,1,9.3,1.0,N,1,28.5,3,0.5,8.05,0,0.3,,40.35,249,244,2021,1
2,1/1/2021 1:28:58,1/1/2021 1:53:20,6,6.66,1.0,N,1,23.5,0.5,0.5,5.46,0,0.3,,32.76,74,48,2021,1
1,1/1/2021 1:32:43,1/1/2021 2:01:42,1,7.8,1.0,N,1,26.5,3,0.5,7.55,0,0.3,,37.85,48,61,2021,1
2,1/1/2021 1:31:57,1/1/2021 1:55:21,1,8,1.0,N,1,25.5,0.5,0.5,5.86,0,0.3,,35.16,125,152,2021,1
2,1/1/2021 1:06:32,1/1/2021 1:26:58,1,5.46,1.0,N,1,19.5,0.5,0.5,4.66,0,0.3,,27.96,100,7,2021,1
2,1/1/2021 1:15:34,1/1/2021 1:15:40,2,0,5.0,N,1,20,0,0,4.06,0,0.3,,24.36,41,74,2021,1
1,1/1/2021 1:23:06,1/1/2021 1:39:18,1,9.3,1.0,N,1,27.5,3,0.5,0.01,0,0.3,,31.31,263,220,2021,1
2,1/1/2021 1:19:58,1/1/2021 1:37:13,6,6.2,1.0,N,1,19,0.5,0.5,6.84,0,0.3,,29.64,234,24,2021,1
2,1/1/2021 1:28:39,1/1/2021 1:32:05,1,0.34,5.0,N,1,105,0,0,21.06,0,0.3,,126.36,238,151,2021,1
2,1/1/2021 1:18:25,1/1/2021 1:57:36,1,10.67,1.0,N,1,36,0.5,0.5,9.95,0,0.3,,49.75,230,61,2021,1
2,1/1/2021 1:36:55,1/1/2021 1:56:13,1,7.22,1.0,N,1,23,0.5,0.5,5.36,0,0.3,,32.16,232,43,2021,1
2,1/1/2021 1:58:02,1/1/2021 2:11:02,1,6.81,1.0,N,1,21,0.5,0.5,7.44,0,0.3,,32.24,231,133,2021,1
2,1/1/2021 1:26:46,1/1/2021 2:03:48,2,19.01,1.0,N,1,53.5,0.5,0.5,4,0,0.3,,61.3,79,79,2021,1
2,1/1/2021 1:30:55,1/1/2021 1:45:30,1,6.63,1.0,N,1,20.5,0.5,0.5,4.86,0,0.3,,29.16,163,244,2021,1
1,1/1/2021 1:34:59,1/1/2021 2:00:39,1,7,1.0,N,1,23.5,3,0.5,8.15,0,0.3,,35.45,230,255,2021,1
2,1/1/2021 1:47:40,1/1/2021 2:02:21,1,7.55,1.0,N,1,22.5,0.5,0.5,7.89,0,0.3,,34.19,263,87,2021,1
2,1/1/2021 1:06:58,1/1/2021 1:38:27,1,16.6,4.0,N,1,68.5,0.5,0.5,5.8,0,0.3,,75.6,132,265,2021,1
1,1/1/2021 1:50:40,1/1/2021 2:15:36,1,8.2,1.0,Y,1,27,3,0.5,6.15,0,0.3,,36.95,170,189,2021,1
2,1/1/2021 1:23:43,1/1/2021 1:35:12,2,6.68,1.0,N,1,19.5,0.5,0.5,5.82,0,0.3,,29.12,141,88,2021,1
2,1/1/2021 1:21:49,1/1/2021 1:37:00,1,6.94,1.0,N,1,21,0.5,0.5,4.96,0,0.3,,29.76,163,244,2021,1
1,1/1/2021 1:14:15,1/1/2021 1:34:36,2,6.7,1.0,N,1,22.5,3,0.5,5.25,0,0.3,,31.55,186,166,2021,1
2,1/1/2021 1:46:10,1/1/2021 2:08:49,2,4.99,1.0,N,1,19.5,0.5,0.5,15,0,0.3,,38.3,79,37,2021,1
2,1/1/2021 1:49:51,1/1/2021 2:13:00,2,11.02,1.0,N,1,32,0.5,0.5,7.16,0,0.3,,42.96,170,127,2021,1
2,1/1/2021 1:07:42,1/1/2021 1:25:14,2,5.62,1.0,N,1,19,0.5,0.5,4.56,0,0.3,,27.36,233,189,2021,1
2,1/1/2021 1:44:49,1/1/2021 2:12:15,1,11.37,1.0,N,1,33,0.5,0.5,7.36,0,0.3,,44.16,48,14,2021,1
2,1/1/2021 1:35:11,1/1/2021 2:01:09,3,6.44,1.0,N,1,23.5,0.5,0.5,8.19,0,0.3,,35.49,161,25,2021,1
2,1/1/2021 1:07:08,1/1/2021 1:22:55,1,7.01,1.0,N,1,21.5,0.5,0.5,5.06,0,0.3,,30.36,148,75,2021,1
2,1/1/2021 1:05:12,1/1/2021 1:06:45,3,0.18,1.0,N,1,3,0.5,0.5,1.36,0,0.3,,8.16,262,262,2021,1
1,1/1/2021 1:25:53,1/1/2021 1:43:54,1,6.2,1.0,N,1,20.5,3,0.5,4,0,0.3,,28.3,211,151,2021,1
1,1/1/2021 1:13:43,1/1/2021 1:14:42,1,0.3,1.0,N,1,3,3,0.5,1.35,0,0.3,,8.15,79,107,2021,1
2,1/1/2021 1:30:37,1/1/2021 2:00:49,1,12.56,1.0,N,1,37,0.5,0.5,2.8,0,0.3,,43.6,161,185,2021,1
2,1/1/2021 1:22:26,1/1/2021 1:40:37,3,6.16,1.0,N,1,20,0.5,0.5,3.5,0,0.3,,27.3,65,142,2021,1
1,1/1/2021 1:36:44,1/1/2021 2:08:52,1,18.8,1.0,N,1,51.5,3,0.5,0.06,6.12,0.3,,61.48,100,29,2021,1
1,1/1/2021 1:46:32,1/1/2021 2:07:06,1,6.9,1.0,N,1,23,3,0.5,8,0,0.3,,34.8,79,238,2021,1
2,1/1/2021 1:09:49,1/1/2021 1:36:28,4,7.82,1.0,N,1,26,0.5,0.5,7.45,0,0.3,,37.25,161,225,2021,1
2,1/1/2021 1:38:47,1/1/2021 2:01:52,5,4.76,1.0,N,1,19,0.5,0.5,20,0,0.3,,42.8,162,179,2021,1
2,1/1/2021 1:41:03,1/1/2021 2:13:58,1,8.43,1.0,N,1,28.5,0.5,0.5,6.46,0,0.3,,38.76,170,95,2021,1
2,1/1/2021 1:57:28,1/1/2021 2:15:41,1,6.85,1.0,N,1,21.5,0.5,0.5,4.7,0,0.3,,30,65,170,2021,1
2,1/1/2021 1:42:22,1/1/2021 2:01:02,1,8.99,1.0,N,1,25.5,0.5,0.5,5.86,0,0.3,,35.16,90,89,2021,1
2,1/1/2021 1:44:36,1/1/2021 2:04:40,3,5.45,1.0,N,1,19.5,0.5,0.5,4,0,0.3,,27.3,143,45,2021,1
1,1/1/2021 1:30:55,1/1/2021 1:31:19,2,0,5.0,N,1,16.3,0,0,0.01,0,0.3,,16.61,75,75,2021,1
2,1/1/2021 1:08:28,1/1/2021 1:34:16,3,7.99,1.0,N,1,26,0.5,0.5,8.94,0,0.3,,38.74,230,112,2021,1
2,1/1/2021 1:38:44,1/1/2021 2:00:40,3,8.11,1.0,N,1,26.5,0.5,0.5,7.28,6.12,0.3,,43.7,100,82,2021,1
2,1/1/2021 1:39:31,1/1/2021 1:55:07,1,9.55,1.0,N,1,27,0.5,0.5,6.16,0,0.3,,36.96,193,244,2021,1
2,1/1/2021 1:00:32,1/1/2021 1:27:18,1,7.06,1.0,N,1,25,0.5,0.5,7.2,0,0.3,,36,100,97,2021,1
1,1/1/2021 1:37:24,1/1/2021 1:50:21,1,6.5,1.0,N,1,19.5,3,0.5,2.5,0,0.3,,25.8,13,229,2021,1
2,1/1/2021 1:13:19,1/1/2021 1:41:43,1,12.25,1.0,N,1,36.5,0.5,0.5,8.06,0,0.3,,48.36,166,17,2021,1
1,1/1/2021 1:44:33,1/1/2021 2:22:53,1,13.9,1.0,N,1,41,3,0.5,10,6.12,0.3,,60.92,100,210,2021,1
2,1/1/2021 1:55:44,1/1/2021 2:08:38,6,7.14,1.0,N,1,21,0.5,0.5,4.96,0,0.3,,29.76,261,140,2021,1
2,1/1/2021 1:35:27,1/1/2021 2:07:21,1,9.32,1.0,N,1,30,0.5,0.5,8.45,0,0.3,,42.25,246,85,2021,1
1,1/1/2021 1:53:59,1/1/2021 1:54:03,0,0,1.0,N,1,2.5,0.5,0.5,40,0,0.3,,43.8,151,151,2021,1
2,1/1/2021 1:55:05,1/1/2021 2:12:01,1,6.42,1.0,N,1,20,0.5,0.5,4.76,0,0.3,,28.56,239,13,2021,1
1,1/1/2021 1:10:52,1/1/2021 1:31:47,1,8.7,1.0,N,1,27,3,0.5,6.15,0,0.3,,36.95,162,244,2021,1
2,1/1/2021 1:18:57,1/1/2021 1:38:04,1,8.42,1.0,N,1,25,0.5,0.5,5.76,0,0.3,,34.56,107,106,2021,1
1,1/1/2021 1:06:32,1/1/2021 1:31:23,1,5.6,1.0,N,1,21,3,0.5,6.2,0,0.3,,31,230,112,2021,1
2,1/1/2021 1:55:37,1/1/2021 2:19:11,1,8.68,1.0,N,1,27,0.5,0.5,6.16,0,0.3,,36.96,161,69,2021,1
2,1/1/2021 1:19:22,1/1/2021 1:47:51,6,8.08,1.0,N,1,27.5,0.5,0.5,4,0,0.3,,35.3,100,17,2021,1
1,1/1/2021 1:46:49,1/1/2021 2:05:22,1,6.3,1.0,N,1,20.5,3,0.5,2.9,0,0.3,,27.2,114,151,2021,1
2,1/1/2021 1:19:07,1/1/2021 1:42:57,1,6.7,1.0,N,1,23.5,0.5,0.5,8.19,0,0.3,,35.49,234,36,2021,1
2,1/1/2021 1:37:42,1/1/2021 2:01:01,1,6.43,1.0,N,1,22.5,0.5,0.5,4.76,0,0.3,,28.56,264,264,2021,1
2,1/1/2021 1:06:28,1/1/2021 1:36:48,1,7.12,1.0,N,1,25.5,0.5,0.5,4.4,0,0.3,,33.7,142,13,2021,1
2,1/1/2021 1:31:56,1/1/2021 1:50:45,1,7.18,1.0,N,1,22.5,0.5,0.5,4,0,0.3,,30.3,164,52,2021,1
2,1/1/2021 1:44:04,1/1/2021 2:03:00,1,6.56,1.0,N,1,21.5,0.5,0.5,5.06,0,0.3,,30.36,231,238,2021,1
1,1/1/2021 1:19:02,1/1/2021 1:39:57,2,6.1,1.0,Y,1,20.5,3,0.5,7.25,0,0.3,,31.55,230,157,2021,1
2,1/1/2021 1:59:07,1/1/2021 2:00:01,1,0.37,1.0,N,1,3,0.5,0.5,10,0,0.3,,16.8,141,229,2021,1
1,1/1/2021 1:52:28,1/1/2021 2:11:10,1,6.5,1.0,N,1,21,3,0.5,4.95,0,0.3,,29.75,161,255,2021,1
2,1/1/2021 1:32:02,1/1/2021 1:56:07,1,7.17,1.0,N,1,23.5,0.5,0.5,20,0,0.3,,47.3,239,129,2021,1
2,1/1/2021 1:01:18,1/1/2021 1:19:21,1,7.37,1.0,N,1,23,0.5,0.5,5.36,0,0.3,,32.16,164,256,2021,1
2,1/1/2021 1:38:12,1/1/2021 1:50:14,1,7.28,1.0,N,1,21,0.5,0.5,6.2,0,0.3,,31,48,243,2021,1
1,1/1/2021 1:43:00,1/1/2021 2:01:41,2,5.6,1.0,N,1,18.5,3,0.5,3.7,0,0.3,,26,230,260,2021,1
2,1/1/2021 2:08:16,1/1/2021 2:29:22,1,6.09,1.0,N,1,20.5,0.5,0.5,7.29,0,0.3,,31.59,90,112,2021,1
1,1/1/2021 2:20:06,1/1/2021 2:34:29,1,7.6,1.0,N,1,23,3,0.5,4,0,0.3,,30.8,142,127,2021,1
2,1/1/2021 2:22:08,1/1/2021 2:40:35,1,5.54,1.0,N,1,18.5,0.5,0.5,2.5,0,0.3,,24.8,142,13,2021,1
2,1/1/2021 2:54:12,1/1/2021 3:10:41,1,8.27,1.0,N,1,24,0.5,0.5,5.56,0,0.3,,33.36,79,181,2021,1
2,1/1/2021 2:06:37,1/1/2021 2:30:57,2,6.47,1.0,N,1,21.5,0.5,0.5,5.06,0,0.3,,30.36,90,41,2021,1
2,1/1/2021 2:30:27,1/1/2021 2:47:07,1,7.34,1.0,N,1,22.5,0.5,0.5,6.58,0,0.3,,32.88,236,243,2021,1
1,1/1/2021 2:11:27,1/1/2021 2:32:39,1,12.7,1.0,N,1,35.5,3,0.5,7.85,0,0.3,,47.15,97,42,2021,1
1,1/1/2021 2:07:13,1/1/2021 2:29:35,0,5.2,1.0,N,1,20,3,0.5,4.75,0,0.3,,28.55,143,232,2021,1
1,1/1/2021 2:05:24,1/1/2021 2:23:31,1,7.7,1.0,N,1,24.5,3,0.5,7.05,0,0.3,,35.35,262,255,2021,1
2,1/1/2021 2:49:17,1/1/2021 3:12:43,6,6.27,1.0,N,1,22,0.5,0.5,3.87,0,0.3,,29.67,211,238,2021,1
2,1/1/2021 2:23:13,1/1/2021 2:23:16,1,0.23,5.0,N,1,25,0,0.5,5.16,0,0.3,,30.96,61,61,2021,1
2,1/1/2021 2:52:10,1/1/2021 3:48:13,1,15.77,1.0,N,1,51,0.5,0.5,13.7,0,0.3,,68.5,141,145,2021,1
2,1/1/2021 2:53:57,1/1/2021 2:55:05,1,0.14,1.0,N,1,3,0.5,0.5,1.36,0,0.3,,8.16,170,234,2021,1
1,1/1/2021 2:32:59,1/1/2021 2:55:41,1,6.9,1.0,N,1,22,3,0.5,5.15,0,0.3,,30.95,41,211,2021,1
1,1/1/2021 2:26:59,1/1/2021 2:54:22,1,9.4,1.0,N,1,29.5,3,0.5,7.85,6.12,0.3,,47.27,143,80,2021,1
2,1/1/2021 2:30:44,1/1/2021 2:47:28,1,7.77,1.0,N,1,23.5,0.5,0.5,5.46,0,0.3,,32.76,141,25,2021,1
2,1/1/2021 2:37:33,1/1/2021 2:59:58,3,5.25,1.0,N,1,20,0.5,0.5,3.57,0,0.3,,27.37,48,223,2021,1
2,1/1/2021 2:45:02,1/1/2021 2:46:07,3,0.3,1.0,N,1,3,0.5,0.5,1.36,0,0.3,,8.16,140,263,2021,1
2,1/1/2021 2:24:10,1/1/2021 2:41:43,1,8.34,1.0,N,1,25,0.5,0.5,5.76,0,0.3,,34.56,48,243,2021,1
2,1/1/2021 1:29:46,1/1/2021 1:51:59,1,6.02,1.0,N,1,21,0.5,0.5,6.2,0,0.3,,31,161,255,2021,1
2,1/1/2021 2:58:08,1/1/2021 3:22:01,3,8.8,1.0,N,1,28,0.5,0.5,9.54,0,0.3,,41.34,234,116,2021,1
2,1/1/2021 2:50:41,1/1/2021 2:50:49,2,0,5.0,N,1,35,0,0.5,7.66,0,0.3,,45.96,100,264,2021,1
1,1/1/2021 2:27:33,1/1/2021 3:06:49,1,11.8,1.0,N,1,37,3,0.5,8.15,0,0.3,,48.95,48,77,2021,1
2,1/1/2021 2:09:17,1/1/2021 2:38:42,1,9.48,1.0,N,1,30,0.5,0.5,6.76,0,0.3,,40.56,151,36,2021,1
1,1/1/2021 2:02:10,1/1/2021 2:25:45,1,6.4,1.0,N,1,21.5,2.5,0.5,4.95,0,0.3,,29.75,161,255,2021,1
2,1/1/2021 2:05:33,1/1/2021 2:24:40,2,6.8,1.0,N,1,22,0.5,0.5,6.45,0,0.3,,32.25,237,231,2021,1
2,1/1/2021 2:39:16,1/1/2021 2:58:49,1,6.82,1.0,N,1,21,0.5,0.5,4.96,0,0.3,,29.76,113,260,2021,1
2,1/1/2021 2:42:54,1/1/2021 2:59:56,1,8.13,1.0,N,1,24.5,0.5,0.5,2.83,0,0.3,,31.13,230,244,2021,1
2,1/1/2021 2:08:29,1/1/2021 2:08:38,1,0.03,5.0,N,1,25,0,0,5.56,0,0.3,,33.36,170,170,2021,1
2,1/1/2021 2:03:43,1/1/2021 2:29:08,1,7.57,1.0,N,1,26.5,0.5,0.5,4.54,0,0.3,,34.84,24,243,2021,1
2,1/1/2021 2:08:04,1/1/2021 2:28:27,1,7.7,1.0,N,1,24.5,0.5,0.5,5.66,0,0.3,,33.96,161,97,2021,1
2,1/1/2021 2:21:23,1/1/2021 2:40:05,1,6.16,1.0,N,1,21.5,0.5,0.5,5.06,0,0.3,,30.36,48,116,2021,1
1,1/1/2021 2:35:30,1/1/2021 2:47:06,1,6.2,1.0,N,1,19,3,0.5,4.55,0,0.3,,27.35,143,243,2021,1
1,1/1/2021 2:13:01,1/1/2021 2:13:17,1,0,5.0,N,1,12.3,0,0,3.15,0,0.3,,15.75,90,90,2021,1
1,1/1/2021 2:36:23,1/1/2021 2:54:13,3,12.2,1.0,N,1,34,3,0.5,9.4,0,0.3,,47.2,88,42,2021,1
2,1/1/2021 2:24:44,1/1/2021 2:45:21,1,8.89,1.0,N,1,27,0.5,0.5,7.7,0,0.3,,38.5,114,129,2021,1
2,1/1/2021 2:29:47,1/1/2021 2:56:02,1,9.01,1.0,N,1,29,0.5,0.5,6.56,0,0.3,,39.36,164,36,2021,1
2,1/1/2021 2:15:14,1/1/2021 2:32:35,1,6.35,1.0,N,1,20.5,0.5,0.5,4.86,0,0.3,,29.16,230,88,2021,1
2,1/1/2021 2:25:36,1/1/2021 2:40:27,1,5.93,1.0,N,1,19,0.5,0.5,4.56,0,0.3,,27.36,48,116,2021,1
2,1/1/2021 2:22:03,1/1/2021 2:39:42,1,6.66,1.0,N,1,21,0.5,0.5,7.44,0,0.3,,32.24,79,198,2021,1
